FIA Code,Common Name,Genus,Species,Subspecies,PLANTS Code,SCIENTIFIC_NAME
7086,Eugenia nitida,Eugenia,nitida,,EUNI2,Eugenia nitida
7087,orenged,Eugenia,palauensis,,EUPA3,Eugenia palauensis
7088,agatelang,Eugenia,palumbis,,EUPA28,Eugenia palumbis
7089,rockmyrtle,Eugenia,procera,,EUPR4,Eugenia procera
7090,Christmas cherry,Eugenia,pseudopsidium,,EUPS,Eugenia pseudopsidium
7091,mountain stopper,Eugenia,reinwardtiana,,EURE7,Eugenia reinwardtiana
7092,Japanese tree lilac,Syringa,reticulata,,SYRE2,Syringa reticulata
7093,serrasuela,Eugenia,serrasuela,,EUSE9,Eugenia serrasuela
7094,sessileleaf stopper,Eugenia,sessiliflora,,EUSE10,Eugenia sessiliflora
7096,stopper,Eugenia,,,EUGEN,Eugenia spp.
7098,Stahl's stopper,Eugenia,stahlii,,EUST3,Eugenia stahlii
7099,luluhut,Eugenia,stelechantha,,EUST24,Eugenia stelechantha
7100,Stewardson's stopper,Eugenia,stewardsonii,,EUST6,Eugenia stewardsonii
7101,rebotel,Eugenia,suzukii,,EUSU9,Eugenia suzukii
7102,atoto,Eugenia,thompsonii,,EUTH4,Eugenia thompsonii
7103,Underwood's stopper,Eugenia,underwoodii,,EUUN,Eugenia underwoodii
7104,Surinam cherry,Eugenia,uniflora,,EUUN2,Eugenia uniflora
7105,aridland stopper,Eugenia,xerophytica,,EUXE,Eugenia xerophytica
7109,Mexican shrubby spurge,Euphorbia,cotinifolia,,EUCO24,Euphorbia cotinifolia
7110,Kauai spurge,Euphorbia,haeleeleana,,EUHA2,Euphorbia haeleeleana
7111,mottled spurge,Euphorbia,lactea,,EULA8,Euphorbia lactea
7112,Indian spurgetree,Euphorbia,neriifolia,,EUNE4,Euphorbia neriifolia
7113,manchineel berry,Euphorbia,petiolaris,,EUPE8,Euphorbia petiolaris
7114,poinsettia,Euphorbia,pulcherrima,,EUPU9,Euphorbia pulcherrima
7115,spurge,Euphorbia,,,EUPHO,Euphorbia spp.
7116,Indiantree spurge,Euphorbia,tirucalli,,EUTI,Euphorbia tirucalli
7119,anini,Eurya,sandwicensis,,EUSA6,Eurya sandwicensis
7123,Euodia hortensis,Euodia,hortensis,,EUHO5,Euodia hortensis
7124,kertub,Euodia,nitida,,EUNI8,Euodia nitida
7125,beror,Euodia,palawensis,,EUPA29,Euodia palawensis
7126,Euodia ponapensis,Euodia,ponapensis,,EUPO15,Euodia ponapensis
7128,Euodia trichantha,Euodia,trichantha,,EUTR13,Euodia trichantha
7129,blinding tree,Excoecaria,agallocha,,EXAG,Excoecaria agallocha
7131,hulumoa,Exocarpos,gaudichaudii,,EXGA,Exocarpos gaudichaudii
7133,kotop,Exorrhiza,ponapensis,,EXPO2,Exorrhiza ponapensis
7135,Caribbean princewood,Exostema,caribaeum,,EXCA,Exostema caribaeum
7136,plateado,Exostema,ellipticum,,EXEL,Exostema ellipticum
7137,Exostema sanctae-luciae,Exostema,sanctae-luciae,,EXSA2,Exostema sanctae-luciae
7141,pualulu,Fagraea,berteroana,,FABE,Fagraea berteroana
7142,ksid,Fagraea,ksid,,FAKS,Fagraea ksid
7144,peacocksplume,Falcataria,moluccana,,FAMO,Falcataria moluccana
7146,false coffee,Faramea,occidentalis,,FAOC,Faramea occidentalis
7147,feijoa,Feijoa,sellowiana,,FESE2,Feijoa sellowiana
7148,Jamaican cherry fig,Ficus,americana,,FIAM,Ficus americana
7149,Indian banyan,Ficus,benghalensis,,FIBE2,Ficus benghalensis
7150,weeping fig,Ficus,benjamina,,FIBE,Ficus benjamina
7151,edible fig,Ficus,carica,,FICA,Ficus carica
7152,Ficus copiosa,Ficus,copiosa,,FICO2,Ficus copiosa
7153,Roxburgh fig,Ficus,auriculata,,FIAU3,Ficus auriculata
7154,brown-woolly fig,Ficus,drupacea,,FIDR3,Ficus drupacea
7155,Indian rubberplant,Ficus,elastica,,FIEL,Ficus elastica
7156,mati,Ficus,godeffroyi,,FIGO,Ficus godeffroyi
7158,Ficus lutea,Ficus,lutea,,FILU,Ficus lutea
7159,fiddleleaf fig,Ficus,lyrata,,FILY,Ficus lyrata
7160,Chinese banyan,Ficus,microcarpa,,FIMI2,Ficus microcarpa
7162,tibig,Ficus,nota,,FINO3,Ficus nota
7163,aoa,Ficus,obliqua,,FIOB3,Ficus obliqua
7164,amate,Ficus,obtusifolia,,FIOB,Ficus obtusifolia
7165,aoa,Ficus,prolixa,,FIPR2,Ficus prolixa
7166,peepul tree,Ficus,religiosa,,FIRE3,Ficus religiosa
7167,Port Jackson fig,Ficus,rubiginosa,,FIRU4,Ficus rubiginosa
7168,"lulk, banyan",Ficus,saffordii,,FISA,Ficus saffordii
7169,mati vao,Ficus,scabra,,FISC3,Ficus scabra
7171,fig,Ficus,,,FICUS,Ficus spp.
7173,jaguey,Ficus,stahlii,,FIST,Ficus stahlii
7174,sycamore fig,Ficus,sycomorus,,FISY2,Ficus sycomorus
7175,Chinese banyan,Ficus,thonningii,,FITH2,Ficus thonningii
7176,mati,Ficus,tinctoria,,FITI2,Ficus tinctoria
7177,jaguey blanco,Ficus,trigonata,,FITR,Ficus trigonata
7178,mati,Ficus,uniauriculata,,FIUN,Ficus uniauriculata
7179,higo,Ficus,virens,,FIVI3,Ficus virens
7180,Finschia chloroxantha,Finschia,chloroxantha,,FICH,Finschia chloroxantha
7181,Chinese parasoltree,Firmiana,simplex,,FISI2,Firmiana simplex
7182,burr daisytree,Fitchia,speciosa,,FISP3,Fitchia speciosa
7184,governor's plum,Flacourtia,indica,,FLIN,Flacourtia indica
7185,batoko plum,Flacourtia,inermis,,FLIN3,Flacourtia inermis
7186,filimoto,Flacourtia,rukam,,FLRU2,Flacourtia rukam
7188,Queensland maple,Flindersia,brayleyana,,FLBR,Flindersia brayleyana
7190,Flueggea acidoton,Flueggea,acidoton,,FLAC,Flueggea acidoton
7191,poumuli,Flueggea,flexuosa,,FLFL4,Flueggea flexuosa
7192,mehamehame,Flueggea,neowawraea,,FLNE,Flueggea neowawraea
7194,inkbush,Forestiera,eggersiana,,FOEG,Forestiera eggersiana
7195,caca ravet,Forestiera,rhamnifolia,,FORH,Forestiera rhamnifolia
7196,Florida swampprivet,Forestiera,segregata,,FOSE,Forestiera segregata
7198,oval kumquat,Fortunella,margarita,,FOMA2,Fortunella margarita
7199,Chinese chastetree,Vitex,negundo,,VINE2,Vitex negundo
7202,West Indian buckthorn,Frangula,sphaerosperma,,FRSPL,Frangula sphaerosperma
7203,Franklin tree,Franklinia,alatamaha,,FRAL,Franklinia alatamaha
7206,shamel ash,Fraxinus,uhdei,,FRUH,Fraxinus uhdei
7207,Bolivian fuchsia,Fuchsia,boliviana,,FUBO,Fuchsia boliviana
7208,shrubby fuchsia,Fuchsia,paniculata,,FUPA2,Fuchsia paniculata
7210,silkrubber,Funtumia,elastica,,FUEL,Funtumia elastica
7211,avocado,Persea,americana,,PEAM3,Persea americana
7212,Gourka,Garcinia,dulcis,,GADU3,Garcinia dulcis
7213,lemon saptree,Garcinia,hessii,,GAHE5,Garcinia hessii
7214,mangosteen,Garcinia,mangostana,,GAMA10,Garcinia mangostana
7215,tilol,Garcinia,matsudai,,GAMA8,Garcinia matsudai
7216,garcinia,Garcinia,myrtifolia,,GAMY,Garcinia myrtifolia
7217,konpuil,Garcinia,ponapensis,,GAPO4,Garcinia ponapensis
7218,palo de cruz,Garcinia,portoricensis,,GAPO2,Garcinia portoricensis
7219,tilol,Garcinia,rumiyo,,GARU3,Garcinia rumiyo
7220,Garcinia quadrilocularis,Garcinia,quadrilocularis,,GAQU2,Garcinia quadrilocularis
7223,Garcinia xanthochymus,Garcinia,xanthochymus,,GAXA,Garcinia xanthochymus
7224,forest gardenia,Gardenia,brighamii,,GABR,Gardenia brighamii
7225,Oahu gardenia,Gardenia,mannii,,GAMA6,Gardenia mannii
7226,Remys gardenia,Gardenia,remyi,,GARE,Gardenia remyi
7227,gardenia,Gardenia,,,GARDE,Gardenia spp.
7228,Tahitian gardenia,Gardenia,taitensis,,GATA,Gardenia taitensis
7229,manuai vivao,Garuga,floribunda,,GAFL8,Garuga floribunda
7231,llume,Gaussia,attenuata,,GAAT,Gaussia attenuata
7233,taipoipo,Geniostoma,rupestre,,GERU3,Geniostoma rupestre
7235,jagua,Genipa,americana,,GEAM,Genipa americana
7237,arbol de Navidad,Gesneria,pedunculosa,,GEPE4,Gesneria pedunculosa
7239,bastard gregre,Ginoria,rohrii,,GIRO,Ginoria rohrii
7241,Gironniera celtidifolia,Gironniera,celtidifolia,,GICE2,Gironniera celtidifolia
7243,Japanese zelkova,Zelkova,serrata,,ZESE80,Zelkova serrata
7245,quickstick,Gliricidia,sepium,,GLSE2,Gliricidia sepium
7247,masame,Glochidion,cuspidatum,,GLCU,Glochidion cuspidatum
7248,Glochidion marianum,Glochidion,marianum,,GLMA9,Glochidion marianum
7249,masame,Glochidion,ramiflorum,,GLRA4,Glochidion ramiflorum
7250,Glochidion,Glochidion,,,GLOCH,Glochidion spp.
7251,belau,Gmelina,elliptica,,GMEL,Gmelina elliptica
7252,blacheos,Gmelina,palawensis,,GMPA,Gmelina palawensis
7254,Gnetum gnemon,Gnetum,gnemon,,GNGN,Gnetum gnemon
7255,flower axistree,Glycosmis,parviflora,,GLPA4,Glycosmis parviflora
7256,mata buey,Goetzea,elegans,,GOEL,Goetzea elegans
7257,Glochidion kanehirae,Glochidion,kanehirae,,GLKA,Glochidion kanehirae
7258,grand merisier,Gomidesia,lindeniana,,GOLI,Gomidesia lindeniana
7260,Goniothalamus carolinensis,Goniothalamus,carolinensis,,GOCA2,Goniothalamus carolinensis
7262,Creole cotton,Gossypium,barbadense,,GOBA,Gossypium barbadense
7264,Gossypium hirsutum,Gossypium,hirsutum,,GOHIH2,Gossypium hirsutum
7268,Graffenrieda ottoschulzii,Graffenrieda,ottoschulzii,,GROT,Graffenrieda ottoschulzii
7272,kahiliflower,Grevillea,banksii,,GRBA,Grevillea banksii
7273,silkoak,Grevillea,robusta,,GRRO,Grevillea robusta
7279,lignum-vitae,Guaiacum,officinale,,GUOF,Guaiacum officinale
7280,holywood,Guaiacum,sanctum,,GUSA,Guaiacum sanctum
7282,paipai,Guamia,mariannae,,GUMA4,Guamia mariannae
7285,black mampoo,Guapira,fragrans,,GUFR,Guapira fragrans
7286,corcho prieto,Guapira,obtusata,,GUOB,Guapira obtusata
7288,alligatorwood,Guarea,glabra,,GUGL3,Guarea glabra
7290,American muskwood,Guarea,guidonia,,GUGU,Guarea guidonia
7294,haya minga,Guatteria,blainii,,GUBL,Guatteria blainii
7295,haya blanca,Guatteria,caribaea,,GUCA2,Guatteria caribaea
7298,bastardcedar,Guazuma,ulmifolia,,GUUL,Guazuma ulmifolia
7299,hammock velvetseed,Guettarda,elliptica,,GUEL,Guettarda elliptica
7300,frogwood,Guettarda,krugii,,GUKR,Guettarda krugii
7302,cucubano de vieques,Guettarda,odorata,,GUOD,Guettarda odorata
7303,cucubano,Guettarda,ovalifolia,,GUOV,Guettarda ovalifolia
7305,roseta,Guettarda,pungens,,GUPU,Guettarda pungens
7306,wild guave,Guettarda,scabra,,GUSC,Guettarda scabra
7307,puapua,Guettarda,speciosa,,GUSP3,Guettarda speciosa
7309,cucubano de monte,Guettarda,valenzuelana,,GUVA,Guettarda valenzuelana
7311,rhoifolia,Guioa,rhoifolia,,GURH,Guioa rhoifolia
7313,"bochela uchererak, uch",Gulubia,palauensis,,GUPA,Gulubia palauensis
7315,West Indian false box,Gyminda,latifolia,,GYLA,Gyminda latifolia
7317,oysterwood,Gymnanthes,lucida,,GYLU,Gymnanthes lucida
7319,vilivili,Gyrocarpus,americanus,,GYAM2,Gyrocarpus americanus
7321,bloodwoodtree,Haematoxylum,campechianum,,HACA2,Haematoxylum campechianum
7327,palo de hueso,Haenianthus,salicifolius,,HASAO,Haenianthus salicifolius
7330,scarletbush,Hamelia,patens,,HAPA3,Hamelia patens
7332,Haplolobus floribundus,Haplolobus,floribundus,,HAFL,Haplolobus floribundus
7333,South African wild plum,Harpephyllum,caffrum,,HACA10,Harpephyllum caffrum
7334,fa`aili,Harpullia,arborea,,HAAR4,Harpullia arborea
7335,haujillo,Havardia,pallens,,HAPA10,Havardia pallens
7336,false locust,Hebestigma,cubense,,HECU10,Hebestigma cubense
7338,denticulata,Hedycarya,denticulata,,HEDE14,Hedycarya denticulata
7341,cigarbush,Hedyosmum,arborescens,,HEAR,Hedyosmum arborescens
7343,Fosbergs starviolet,Hedyotis,fosbergii,,HEFO5,Hedyotis fosbergii
7344,manono,Hedyotis,hillebrandii,,HEHI8,Hedyotis hillebrandii
7345,starviolet,Hedyotis,,,HEDYO2,Hedyotis spp.
7346,variable starviolet,Hedyotis,terminalis,,HETE21,Hedyotis terminalis
7347,screwtree,Helicteres,jamaicensis,,HEJA,Helicteres jamaicensis
7349,white moho,Heliocarpus,popayanensis,,HEPO4,Heliocarpus popayanensis
7353,camasey peludo,Henriettea,fascicularis,,HEFA5,Henriettea fascicularis
7354,MacFadyen's camasey,Henriettea,macfadyenii,,HEMA11,Henriettea macfadyenii
7355,thinleaf camasey,Henriettea,membranifolia,,HEME5,Henriettea membranifolia
7357,jusillo,Henriettea,squamulosum,,HESQ,Henriettea squamulosum
7359,ufa,Heritiera,littoralis,,HELI9,Heritiera littoralis
7360,ufa halemtano,Heritiera,longipetiolata,,HELO12,Heritiera longipetiolata
7363,pipi,Hernandia,moerenhoutiana,,HEMO13,Hernandia moerenhoutiana
7364,"pua, Chinese lantern tree",Hernandia,nymphaeifolia,,HENY,Hernandia nymphaeifolia
7365,Hernandia ovigera,Hernandia,ovigera,,HEOV4,Hernandia ovigera
7366,mago,Hernandia,sonora,,HESO,Hernandia sonora
7368,Hernandia labyrinthica,Hernandia,labyrinthica,,HELA27,Hernandia labyrinthica
7370,Lanai island-aster,Hesperomannia,arborescens,,HEAR9,Hesperomannia arborescens
7371,Maui island-aster,Hesperomannia,arbuscula,,HEAR10,Hesperomannia arbuscula
7372,Kauai island-aster,Hesperomannia,lydgatei,,HELY,Hesperomannia lydgatei
7377,palma brava,Heterospathe,elata,,HEEL9,Heterospathe elata
7381,para rubber tree,Hevea,brasiliensis,,HEBR8,Hevea brasiliensis
7384,hau kuahiwi,Hibiscadelphus,bombycinus,,HIBO2,Hibiscadelphus bombycinus
7385,lava hau kuahiwi,Hibiscadelphus,crucibracteatus,,HICR,Hibiscadelphus crucibracteatus
7386,Kauai hau kuahiwi,Hibiscadelphus,distans,,HIDI,Hibiscadelphus distans
7387,Kilauea hau kuahiwi,Hibiscadelphus,giffardianus,,HIGI,Hibiscadelphus giffardianus
7388,Hualalai hau kuahiwi,Hibiscadelphus,hualalaiensis,,HIHU,Hibiscadelphus hualalaiensis
7389,hau kuahiwi,Hibiscadelphus,puakuahiwi,,HIPU2,Hibiscadelphus puakuahiwi
7391,Maui hau kuahiwi,Hibiscadelphus,wilderianus,,HIWI,Hibiscadelphus wilderianus
7392,Woods hau kuahiwi,Hibiscadelphus,woodii,,HIWO,Hibiscadelphus woodii
7393,white rosemallow,Hibiscus,arnottianus,,HIAR,Hibiscus arnottianus
7397,Brackenridges rosemallow,Hibiscus,brackenridgei,,HIBR,Hibiscus brackenridgei
7401,lemonyellow rosemallow,Hibiscus,calyphyllus,,HICA6,Hibiscus calyphyllus
7402,red Kauai rosemallow,Hibiscus,clayi,,HICL,Hibiscus clayi
7403,mahoe,Hibiscus,elatus,,HIEL,Hibiscus elatus
7404,red rosemallow,Hibiscus,kokio,,HIKO,Hibiscus kokio
7407,largeleaf rosemallow,Hibiscus,macrophyllus,,HIMA5,Hibiscus macrophyllus
7408,Dixie rosemallow,Hibiscus,mutabilis,,HIMU3,Hibiscus mutabilis
7409,seaside mahoe,Hibiscus,pernambucensis,,HIPE3,Hibiscus pernambucensis
7410,shoeblackplant,Hibiscus,rosa-sinensis,,HIRO3,Hibiscus rosa-sinensis
7412,sea hibiscus,Hibiscus,tiliaceus,,HITI,Hibiscus tiliaceus
7413,white Kauai rosemallow,Hibiscus,waimeae,,HIWA,Hibiscus waimeae
7418,teta de burra cinarron,Hirtella,rugosa,,HIRU2,Hirtella rugosa
7420,pigeonberry,Hirtella,triandra,,HITR3,Hirtella triandra
7422,white cogwood,Homalium,racemosum,,HORA,Homalium racemosum
7424,Homalium whitmeeanum,Homalium,whitmeeanum,,HOWH,Homalium whitmeeanum
7427,chemeklachel,Horsfieldia,amklaal,,HOAM2,Horsfieldia amklaal
7428,ersachel,Horsfieldia,novoguineensis,,HONO2,Horsfieldia novoguineensis
7429,Horsfieldia nunu,Horsfieldia,nunu,,HONU2,Horsfieldia nunu
7430,chersachel,Horsfieldia,palauensis,,HOPA10,Horsfieldia palauensis
7432,Japanese raisintree,Hovenia,dulcis,,HODU2,Hovenia dulcis
7433,sentrypalm,Howeia,forsteriana,,HOFO,Howeia forsteriana
7434,sandbox tree,Hura,crepitans,,HUCR,Hura crepitans
7438,cedro macho,Hyeronima,clusioides,,HYCL,Hyeronima clusioides
7442,stinkingtoe,Hymenaea,courbaril,,HYCO,Hymenaea courbaril
7445,inkwood,Hypelate,trifoliata,,HYTR,Hypelate trifoliata
7446,limestone snakevine,Hyperbaena,laurifolia,,HYLA8,Hyperbaena laurifolia
7453,Hawaii holly,Ilex,anomala,,ILAN,Ilex anomala
7454,English holly,Ilex,aquifolium,,ILAQ80,Ilex aquifolium
7455,dahoon,Ilex,cassine,,ILCA,Ilex cassine
7456,te,Ilex,cookii,,ILCO3,Ilex cookii
7457,maconcona,Ilex,guianensis,,ILGU,Ilex guianensis
7458,Caribbean holly,Ilex,macfadyenii,,ILMA,Ilex macfadyenii
7459,Puerto Rico holly,Ilex,nitida,,ILNI,Ilex nitida
7460,mate,Ilex,paraguariensis,,ILPA3,Ilex paraguariensis
7462,gongolin,Ilex,sideroxyloides,,ILSI,Ilex sideroxyloides
7463,Sintenis' holly,Ilex,sintenisii,,ILSI2,Ilex sintenisii
7465,Urban's holly,Ilex,urbaniana,,ILUR,Ilex urbaniana
7467,inga,Inga,,,INGA,Inga spp.
7469,yaupon,Ilex,vomitoria,,ILVO,Ilex vomitoria
7470,sacky sac bean,Inga,laurina,,INLA,Inga laurina
7471,Inga nobilis,Inga,nobilis,,INNOQ,Inga nobilis
7472,ice cream bean,Inga,edulis,,INED,Inga edulis
7474,river koko,Inga,vera,,INVE,Inga vera
7475,ifi,Inocarpus,fagifer,,INFA3,Inocarpus fagifer
7477,ifilele,Intsia,bijuga,,INBI,Intsia bijuga
7479,palo de hierro,Ixora,ferrea,,IXFE,Ixora ferrea
7481,white jungleflame,Ixora,thwaitesii,,IXTH,Ixora thwaitesii
7482,black poui,Jacaranda,mimosifolia,,JAMI,Jacaranda mimosifolia
7485,braceletwood,Jacquinia,armillaris,,JAAR2,Jacquinia armillaris
7486,Bermuda juniper,Juniperus,bermudiana,,JUBE3,Juniperus bermudiana
7487,bois bande,Jacquinia,berteroi,,JABE,Jacquinia berteroi
7489,Chinese juniper,Juniperus,chinensis,,JUCH4,Juniperus chinensis
7491,Barbados nut,Jatropha,curcas,,JACU2,Jatropha curcas
7492,wild oilnut,Jatropha,hernandiifolia,,JAHE,Jatropha hernandiifolia
7493,coralbush,Jatropha,multifida,,JAMU,Jatropha multifida
7495,West Indian walnut,Juglans,jamaicensis,,JUJA,Juglans jamaicensis
7496,English walnut,Juglans,regia,,JURE80,Juglans regia
7497,ketenguit,Kayea,pacifica,,KAPA4,Kayea pacifica
7499,Khaya anthotheca,Khaya,anthotheca,,KHAN,Khaya anthotheca
7501,Senegal mahogany,Khaya,senegalensis,,KHSE2,Khaya senegalensis
7503,Kigelia africana,Kigelia,africana,,KIAF,Kigelia africana
7506,guest tree,Kleinhovia,hospita,,KLHO,Kleinhovia hospita
7507,goldenrain tree,Koelreuteria,bipinnata,,KOBI3,Koelreuteria bipinnata
7509,Molokai treecotton,Kokia,cookei,,KOCO2,Kokia cookei
7510,Hawaii treecotton,Kokia,drynarioides,,KODR,Kokia drynarioides
7511,Kauai treecotton,Kokia,kauaiensis,,KOKA,Kokia kauaiensis
7512,Wailupe Valley treecotton,Kokia,lanceolata,,KOLA2,Kokia lanceolata
7514,leadwood,Krugiodendron,ferreum,,KRFE,Krugiodendron ferreum
7515,goldenrain tree,Koelreuteria,paniculata,,KOPA,Koelreuteria paniculata
7516,burgan,Kunzea,ericoides,,KUER,Kunzea ericoides
7518,summit labordia,Labordia,fagraeoidea,,LAFA2,Labordia fagraeoidea
7519,bog labordia,Labordia,hedyosmifolia,,LAHE2,Labordia hedyosmifolia
7520,mountain labordia,Labordia,hirtella,,LAHI5,Labordia hirtella
7521,Waianae Range labordia,Labordia,kaalae,,LAKA,Labordia kaalae
7522,Wahiawa Mountain labordia,Labordia,lydgatei,,LALY2,Labordia lydgatei
7523,labordia,Labordia,,,LABOR,Labordia spp.
7524,paleflower labordia,Labordia,tinifolia,,LATI2,Labordia tinifolia
7528,Lanai labordia,Labordia,triflora,,LATR4,Labordia triflora
7529,Nevada peavine,Labordia,waiolani,,LAWA3,Labordia waiolani
7530,cuero de rana,Laetia,procera,,LAPR2,Laetia procera
7531,golden chain tree,Laburnum,anagyroides,,LAAN2,Laburnum anagyroides
7532,crapemyrtle,Lagerstroemia,indica,,LAIN,Lagerstroemia indica
7533,pride of India,Lagerstroemia,speciosa,,LASP,Lagerstroemia speciosa
7539,Langsat,Lansium,domesticum,,LADO2,Lansium domesticum
7541,nino de cota,Laplacea,portoricensis,,LAPO,Laplacea portoricensis
7543,bluelatan,Latania,loddigesii,,LALO,Latania loddigesii
7550,henna,Lawsonia,inermis,,LAIN5,Lawsonia inermis
7552,Krug's roughleaf,Leandra,krugiana,,LEKR,Leandra krugiana
7556,pitahaya,Leptocereus,quadricostatus,,LEQU,Leptocereus quadricostatus
7558,large-leaf yellow teatree,Leptospermum,morrisonii,,LEMO20,Leptospermum morrisonii
7559,common teatree,Leptospermum,petersonii,,LEPE23,Leptospermum petersonii
7560,common teatree,Leptospermum,polygalifolim,,LEPO22,Leptospermum polygalifolim
7561,broom teatree,Leptospermum,scoparium,,LESC2,Leptospermum scoparium
7562,teatree,Leptospermum,,,LEPTO4,Leptospermum spp.
7564,Leucaena insularum,Leucaena,insularum,,LEIN31,Leucaena insularum
7565,white leadtree,Leucaena,leucocephala,,LELE10,Leucaena leucocephala
7567,littleleaf leadtree,Leucaena,retusa,,LERE5,Leucaena retusa
7569,Maria laurel,Licaria,brittoniana,,LIBR5,Licaria brittoniana
7570,Puerto Rico cinnamon,Licaria,parvifolia,,LIPA9,Licaria parvifolia
7571,Oriental sweetgum,Liquidambar,orientalis,,LIOR2,Liquidambar orientalis
7573,pepperleaf sweetwood,Licaria,triandra,,LITR,Licaria triandra
7577,Japanese privet,Ligustrum,japonicum,,LIJA,Ligustrum japonicum
7578,glossy privet,Ligustrum,lucidum,,LILU2,Ligustrum lucidum
7583,Lychee,Litchi,chinensis,,LICH4,Litchi chinensis
7586,papaono,Litsea,samoensis,,LISA8,Litsea samoensis
7588,fountain palm,Livistona,chinensis,,LICH3,Livistona chinensis
7590,geno geno,Lonchocarpus,domingensis,,LODO5,Lonchocarpus domingensis
7591,geno,Lonchocarpus,glaucifolius,,LOGL2,Lonchocarpus glaucifolius
7592,broadleaf lancepod,Lonchocarpus,heptaphyllus,,LOHE7,Lonchocarpus heptaphyllus
7595,vinegartree,Lophostemon,confertus,,LOCO9,Lophostemon confertus
7600,luehea,Luehea,speciosa,,LUSP11,Luehea speciosa
7602,"bakauaine, nana",Lumnitzera,littorea,,LULI8,Lumnitzera littorea
7606,Lunania ekmanii,Lunania,ekmanii,,LUEK,Lunania ekmanii
7608,St. Thomas staggerbush,Lyonia,rubiginosa,,LYRU2,Lyonia rubiginosa
7614,"macadamia nut tree, pengua",Macadamia,integrifolia,,MAIN8,Macadamia integrifolia
7617,Macadamia Nut,Macadamia,tetraphylla,,MATE16,Macadamia tetraphylla
7618,bedel,Macaranga,carolinensis,,MACA25,Macaranga carolinensis
7619,Macaranga grayana,Macaranga,grayana,,MAGR,Macaranga grayana
7620,lau pata,Macaranga,harveyana,,MAHA9,Macaranga harveyana
7621,pengua,Macaranga,mappa,,MAMA28,Macaranga mappa
7625,lau fatu,Macaranga,stipulosa,,MAST7,Macaranga stipulosa
7626,parasol leaf tree,Macaranga,tanarius,,MATA3,Macaranga tanarius
7627,Macaranga thompsonii,Macaranga,thompsonii,,MATH3,Macaranga thompsonii
7628,palo de hoz,Machaerium,lunatum,,MALU2,Machaerium lunatum
7630,Puerto Rico alfilerillo,Machaonia,portoricensis,,MAPO6,Machaonia portoricensis
7631,star magnolia,Magnolia,stellata,,MAST6,Magnolia stellata
7632,Maclura tinctoria,Maclura,tinctoria,,MATI3,Maclura tinctoria
7633,umbrella-tree,Maesopsis,eminii,,MAEM2,Maesopsis eminii
7634,Chinese magnolia,Magnolia,soulangiana,,MASO9,Magnolia soulangiana
7635,Puerto Rico magnolia,Magnolia,portoricensis,,MAPO2,Magnolia portoricensis
7636,laurel magnolia,Magnolia,splendens,,MASP,Magnolia splendens
7639,kamala tree,Mallotus,philippensis,,MAPH4,Mallotus philippensis
7642,Mallotus tiliifolius,Mallotus,tiliifolius,,MATI4,Mallotus tiliifolius
7644,Barbados cherry,Malpighia,emarginata,,MAEM,Malpighia emarginata
7645,palo bronco,Malpighia,fucata,,MAFU2,Malpighia fucata
7646,wild crapemyrtle,Malpighia,glabra,,MAGL6,Malpighia glabra
7647,cowhage cherry,Malpighia,infestissima,,MAIN5,Malpighia infestissima
7648,bastard cherry,Malpighia,linearis,,MALI2,Malpighia linearis
7649,Siberian crab apple,Malus,baccata,,MABA,Malus baccata
7650,Japanese flowering crab apple,Malus,floribunda,,MAFL80,Malus floribunda
7651,paradise apple,Malus,pumila,,MAPU,Malus pumila
7652,mammee apple,Mammea,americana,,MAAM2,Mammea americana
7653,manapau,Mammea,glauca,,MAGL12,Mammea glauca
7654,chopak,Mammea,odorata,,MAOD2,Mammea odorata
7657,kanit,Mangifera,minor,,MAMI3,Mangifera minor
7658,saipan mango,Mangifera,odorata,,MAOD,Mangifera odorata
7660,ceara rubbertree,Manihot,glaziovii,,MAGL5,Manihot glaziovii
7662,bulletwood,Manilkara,bidentata,,MABI5,Manilkara bidentata
7663,Surinam bulletwood,Manilkara,bidentata,surinamensis,MABIS,Manilkara bidentata subsp. surinamensis
7664,pani,Manilkara,dissecta,,MADI14,Manilkara dissecta
7666,kohle,Manilkara,hoshinoi,,MAHO5,Manilkara hoshinoi
7667,wild dilly,Manilkara,jaimiqui,,MAJA2,Manilkara jaimiqui
7669,zapote de costa,Manilkara,pleeana,,MAPL2,Manilkara pleeana
7672,udeuid,Manilkara,udoido,,MAUD,Manilkara udoido
7673,nisperillo,Manilkara,valenzuela,,MAVA3,Manilkara valenzuela
7674,sapodilla,Manilkara,zapota,,MAZA,Manilkara zapota
7677,palo de cana,Mappia,racemosa,,MARA3,Mappia racemosa
7679,"bkau, apgau",Maranthes,corymbosa,,MACO,Maranthes corymbosa
7682,bastard hogberry,Margaritaria,nobilis,,MANO,Margaritaria nobilis
7684,beruquillo,Marlierea,sintenisii,,MASI3,Marlierea sintenisii
7688,Matayba apetala,Matayba,apetala,,MAAP5,Matayba apetala
7689,negra lora,Matayba,domingensis,,MADO2,Matayba domingensis
7694,mayten,Maytenus,boaria,,MABO8,Maytenus boaria
7695,Caribbean mayten,Maytenus,cymosa,,MACY2,Maytenus cymosa
7697,Puerto Rico mayten,Maytenus,elongata,,MAEL3,Maytenus elongata
7698,white cinnamon,Maytenus,laevigata,,MALA8,Maytenus laevigata
